order	sentence	pinyin	english
327	我没朋友帮我。	wǒ méi péngyou bāng wǒ .	I have no friends to help me.
328	帮我一下。	bāng wǒ yīxià .	Help me a bit
329	她帮朋友看孩子。	Tā bāng péngyou kān háizi. (also zai to mean "now")	She is watching the baby for her friend.
330	我有很多朋友帮我。	wǒ yǒu hěn duō péngyou bāng wǒ .	I have a lot of friends to help me.
331	那没人帮你吗？	nà méi rén bāng nǐ ma ?	Then, nobody helped you?
332	请继续说。	Qǐng jìxù shuō.	Please keep speaking.
333	让我们继续工作吧。	Ràng wǒmen jìxù gōngzuò ba.	Let us keep working, ok?
334	请你继续说。	Qǐng nǐ jìxù shuō.	Please continue speaking.
335	继续吧！	Jìxù ba!	Carry on!
336	这是我的父亲。	Zhè shì wǒ de fùqin.	This is my father.
337	请问,你的学生叫什么名字？	Qǐngwèn, nǐ de xuésheng jiào shénme míngzi?	Excuse me, what is your student's name?
338	请问,学校在哪里？	Qǐngwèn, xuéxiào zài nǎli?	Excuse me, where is the school?
339	请问,哪里可以买英语书？	Qǐngwèn, nǎlǐ kěyǐ mǎi Yīngyǔ shū?	Excuse me, where can I buy English-language books?
340	请问您从事什么工作？	Qǐngwèn nín cóngshì shénme gōngzuò?	Excuse me, what kind of job do you do? (polite)
341	他们在谈什么？	Tāmen zài tán shénme?	What are they discussing?
342	你的手机在哪里？	Nǐde shǒujī zài nǎli?	Where is your cell phone?
343	请问,你有手机吗？	Qǐngwèn, nǐ yǒu shǒujī ma?	Excuse me, do you have a cell phone?
344	这是手机。	Zhè shì shǒujī.	This is a cell phone.
345	你有手机吗？	Nǐ yǒu shǒujī ma?	Do you have a cell phone?
346	手机在哪里？	Shǒujī zài nǎli?	Where is the cell phone?
347	哪里可以买手机？	Nǎli kěyǐ mǎi shǒujī?	Where can I buy a cell phone?
348	我有手机。	Wǒ yǒu shǒujī.	I have a cell phone.
349	清楚了吗？	Qīngchu le ma?	Is that clear?
350	他的字写得很清楚。	Tā de zì xiě de hěn qīngchu. (also ta zi xie ...)	His writes characters very clearly.
351	他刚离开公司。	Tā gāng líkāi gōngsī.	He's just left the company.
352	他刚离开家。	tā gāng líkāi jiā .	He has just left home.
353	他刚回到家。	tā gāng huídào jiā .	He just returned home.
354	他和你一样来自中国。	Tā hé nǐ yīyàng lái zì Zhōngguó. (also yiyang-&gt;liang ge dou)	He and you both come from China.
355	她几点上班？	Tā jǐdiǎn shàngbān?	What time does she go to work?
356	他是我们班最好的学生。	Tā shì wǒmen bān zuì hǎode xuésheng.<div>(Also zai) (Also shang or li)</div>	He is the best student in our class.
357	你找我有事吗？	Nǐ zhǎo wǒ yǒu shì ma?	Did you find me about something?
358	打开你的书。	Dǎkāi nǐde shū.	Open your book.
359	我出去的时候有人打我电话吗？	wǒ chūqù de shíhou yǒu rén dǎ wǒ diànhuà ma ?	Did anyone call me while I was out?
360	这个问题很简单。	Zhè gè wèntí hěn jiǎndān.	This question is very simple.
361	除了这里，没那么简单。	chúle zhèli, méi nàme jiǎndān.<div>(also mei you)</div>	Elsewhere, it's not that simple.
362	老师教我们英文。	Lǎoshī jiāo wǒmen Yīngwén.	The teacher teaches English to us.
363	我在大学教英文。	Wǒ zài dàxué jiāo Yīngwén.	I teach English at a university.
364	我想教历史。	Wǒ xiǎng jiāo lìshǐ.	I would like to teach history.
365	你教英文吗？	Nǐ jiāo Yīngwén ma?	Do you teach English?
366	她教中文。	Tā jiāo Zhōngwén.	She teaches the Chinese language.
367	我教中文。	Wǒ jiāo Zhōngwén.	I teach the Chinese language.
368	我的朋友教中文。	Wǒde péngyou jiāo Zhōngwén.	My friend teaches Chinese.
369	是谁教她怎么说英语的？	shì shéi jiāo tā zěnme shuō yīngyǔ de ?	Who taught her how to speak English?
370	你必须马上开始。	nǐ bìxū mǎshàng kāishǐ .	You must start at once.
371	马上要进行考试。	Mǎshàng yào jìnxíng kǎoshì. (also kaishi)	The exam needs to start very soon.
372	妈妈在医院工作。	Māma zài yīyuàn gōngzuò.	Mom works in a hospital.
373	请你不要哭。	qǐng nǐ bùyào kū .	Please don't cry.
374	我想哭。	wǒ xiǎng kū .	I want to cry.
375	我直接告诉你吧！	Wǒ zhíjiē gàosu nǐ ba!	I'll tell you directly, ok?
376	最近好吗？	Zuìjìn hǎo ma?	How are you lately?
377	你要相信自己的能力。	Nǐ yào xiāngxìn zìjǐ de nénglì.	You need to believe in your own ability.
378	他成功了。	Tā chénggōng le.	He succeeded.
379	他希望已经成功了。	tā xīwàng yǐjīng chénggōng le .	He wishes that he already succeeded.
380	我肯定他会成功的。	wǒ kěndìng tā huì chénggōng de. (also que ding)	I am sure that he will be successful (at sth).
381	妈妈很忙。	Māma hěn máng.	My mother is very busy.
382	我爸爸很忙。	wǒ bàba hěn máng .	My papa is busy.
383	你今天忙吗？	nǐ jīntiān máng ma ?	Are you busy today?
384	需要我帮你的忙吗？	Xūyào wǒ bāng nǐ de máng ma?	Do you need my help? (with your undertaking)
385	她需要帮助。	Tā xūyào bāngzhù.	She needs help.
386	我爱我的母亲。	Wǒ ài wǒ de mǔqin.	I love my mother.
387	她母亲将继续工作。	tā mǔqīn jiāng jìxù gōngzuò . (also yao4)	Her mother will continue to work.
388	你应该努力学习。	Nǐ yīnggāi nǔlì xuéxí.	You should study hard.
389	中国人工作很努力。	Zhōngguórén gōngzuò hěn nǔlì.	Chinese people work very hard.
390	他不努力工作。	Tā bù nǔlì gōngzuò.	He doesn't work hard.
391	他努力工作。	tā nǔlì gōngzuò .	He works very hard.
392	你工作太努力了。	nǐ gōngzuò tài nǔlì le. (also ni tai nuli gongzuo le)	You worked too hard.
393	“你太好了。”Willie回答道。	nǐ tài hǎo le .Willie huídá dào .	You are too good, Willie answered.
394	他们每个人都很努力。	Tāmen měi gè rén dōu hěn nǔlì.	Each of them is very hard-working.
395	我不知道这件事。	Wǒ bù zhīdào zhè jiàn shì.	I didn't know about this matter.
396	我不知道，也不想知道。	wǒ bùzhī dào , yě bù xiǎng zhīdào .	I don't know, and I don't want to.
397	你怎么会不知道？	nǐ zěnme huì bù zhīdào ?	How can you not know?
398	我不知道我还有没有。	wǒ bùzhī dào wǒ hái yǒu méiyǒu .	I don't know if I still have it.
399	我还有其他选择吗？	wǒ hái yǒu qítā xuǎnzé ma? (also qita de)	Do I have any other options?
400	我再也不知道该做什么了。	wǒ zàiyě bù zhīdào gāi zuò shénme le.	I don't know what I should do anymore!
401	A你会再来中国吗？<br/>B可能。	Nǐ huì zài lái Zhōngguó ma?<br />Kěnéng.	Will you come to China again?<br />Maybe.
402	如果他再努力一点，就可能已经成功了。	rúguǒ tā zài nǔlì yīdiǎn, jiù kěnéng yǐjīng chénggōng le .	If he put in just a little more effort, he might have already succeeded.
403	她可能出什么事了。	tā kěnéng chū shénme shì le. (also fasheng)	Something might have happened to her.
404	你可能听说过。	nǐ kěnéng tīngshuō guò .	You may have heard.
405	如果他当时再努力一点，他就成功了。	rúguǒ tā dāngshí zài nǔlì yīdiǎn, tā jiù chénggōng le.	If at that time, he had worked a little harder, he would have succeeded.
406	请来我的家里。	Qǐng lái wǒ de jiālǐ.	Please come to my home.
407	这道题很难。	Zhè dào tí hěn nán.	This (exam/homework problem) is very difficult.
408	当然，没问题！	Dāngrán, méi wèntí!	Of course it's not a problem!
409	她告诉我她妈妈买给她了。	tā gàosu wǒ tā māma mǎi gěi tā le .	She told me that her mother had bought it for her.
410	今天几月几日？	Jīntiān jǐ yuè jǐ rì?	What's the date today?
411	下个月是几月？	Xià gè yuè shì jǐ yuè?	What month is next month?
412	她下个月生孩子。	Tā xià gè yuè shēng háizi.	She'll give birth next month.
413	那家公司倒了。	Nà jiā gōngsī dǎo le.	That company shut down.
414	我能问一些问题吗？	wǒ néng wèn yīxiē wèntí ma ?	May I ask a few questions?
415	等她回来的时候问问她。	děng tā huílai de shíhou wèn wèn tā .	When she comes back you can ask her
416	我等我的一个朋友等了一小时。	wǒ děng wǒ de yī ge péngyou děng le yī xiǎoshí .	I have been waiting for a friend of mine for an hour.
417	我只能等了。	wǒ zhǐ néng děng le. (also zhihao)	I can only wait.
418	美国历史没有意思。	Měiguó lìshǐ méi yǒu yìsi.	American history is not interesting.
419	我想知道这句话的意思。	wǒ xiǎng zhīdào zhèjùhuà de yìsi .	I want to know what this phrase/sentence means.
420	这本小说没有意思。	Zhè běn xiǎoshuō méi yǒu yìsi.	This novel is not interesting.
421	你们明白我的意思了吗？	Nǐmen míngbai wǒ de yìsi le ma? (no le ok)	Did you guys understand what I mean?
422	我给你们讲一个故事。	Wǒ gěi nǐmen jiǎng yī gè gùshi.	I'll tell you guys a story.
423	没有人理解我。	méi yǒu rén lǐjiě wǒ .	Nobody deeply understands me.
424	我在高中教英文。	Wǒ zài gāozhōng jiāo Yīngwén.	I teach English at a high school.
425	我已经问过每一个人了。	Wǒ yǐjīng wèn guò měi yī gè rén le.	I already asked everyone.
426	那儿除了我，一个人都没有。	nàr, chúle wǒ, yī gè rén dōu méiyǒu .	Other than me, there was no one there.
427	你的在那儿呢。	nǐ de zài nàr ne.	And, yours is over there.
428	我有好几打呢。	wǒ yǒu hǎojǐ dá&nbsp;ne .	I have several dozens of them.
429	该由你来决定我们去不去那儿。	gāi yóu nǐ lái juédìng wǒmen qù bù qù nàr .	You should decide whether we will go there or not.
430	我只想好好儿爱一个人。	Wǒ zhǐ xiǎng hǎohǎo ài yī gè rén.	I just want to love one person really well.
431	好好努力，你就能通过考试。	hǎohǎo nǔlì, nǐ jiù néng tōngguò kǎoshì .	Work really hard, and you can pass the examination.
432	这是我的房间。	Zhè shì wǒ de fángjiān.	This is my room.
433	不要往我房间里看。	bùyào wǎng wǒ fángjiān lǐ kàn. (also xiang4)	Don't look into my room.
434	我要回房间了，在那儿我可以学习。	wǒ yào huí fángjiān le, zài nàr wǒ kěyǐ xuéxí.	I am going back to my room☺, I can study there.
435	我的房间号是多少？	wǒ de fángjiān hào shì duōshao?	What is my room number?
436	他认识这位老师。	Tā rènshi zhè wèi lǎoshī.	He knows this teacher. (polite)
437	你认识这位老师吗？	Nǐ rènshi zhèwèi lǎoshī ma?	Do you know the teacher?
438	我想看这部电影。	wǒ xiǎng kàn zhè bù diànyǐng .	I want to see this movie.
439	他要去买电视。	Tā yào qù mǎi diànshì.	He will go buy a television.
440	你喜欢看电视吗？	Nǐ xǐhuan kàn diànshì ma?	Do you like to watch TV?
441	我不喜欢看电视。	Wǒ bù xǐhuan kàn diànshì.	I don't like to watch TV.
442	没有人相信我说的话。	méiyǒurén xiāngxìn wǒ shuō dehuà .	Nobody believes what I say. <br /> Nobody believed what I said.
443	这是你的电脑。	Zhè shì nǐ de diànnǎo.	This is your computer.
444	这是谁的电脑？	Zhè shì shéi de diànnǎo?	Whose computer is this?
445	这是次要的问题。	Zhè shì cìyào de wèntí.	This is a secondary problem.
446	她是医生。	tā shì yīshēng. (also yi wèi/míng)	She is a doctor.
447	A你是医生吗?<br/>B不是。我是老师。	Nǐ shì yīshēng ma?<br />Bú shì. Wǒ shì lǎoshī.	Are you a doctor?<br />No, I'm not. I'm a teacher.
448	我们很快就到这儿了，不是吗？	wǒmen hěn kuài jiù dào zhèr le, bù shì ma?	We arrived here fast, didn't we?
449	你可以买你喜欢的那个，而不是两个都买。	nǐ kěyǐ mǎi nǐ xǐhuān de nà ge , ér bù shì liǎng ge dōu mǎi .	You can buy whichever you like, but not both.
450	如果我早知道你在这儿的话，我马上就来了。	rúguǒ wǒ zǎo zhīdào nǐ zài zhèr dehuà, wǒ mǎshàng jiù lái le.<div>(also wo jiu mashang...)</div>	If I had known sooner that were you here, I would have come at once.
451	如果我早知道，我不会跟她说这种话。	rúguǒ wǒ zǎo zhīdào, wǒ bù huì gēn tā shuō zhèzhǒng huà .	If I had known earlier, I wouldn't have talked with her like this.
452	你用什么方法学习？	Nǐ yòng shénme fāngfǎ xuéxí?	What study method do you use?
453	让我介绍一下我的好朋友。	Ràng wǒ jièshào yīxià wǒ de hǎopéngyou.	Let me introduce my good friend.
454	他获得了一个机会。	Tā huòdé le yī gè jīhuì.	He's got an opportunity.
455	她刚买了一辆车。	Tā gāng mǎile yī liàng chē.	She's just bought a car.
456	下个月是二月。	Xià gè yuè shì èryuè.	Next month is February.
457	老师不可能说过这样的事。	lǎoshī bù kěnéng shuō guò zhè yàng de shì .	The teacher cannot have said such a thing.
458	这个问题，请大家研究一下。	Zhè gè wèntí, qǐng dàjiā yánjiū yīxià.	Everyone, please do some research on this problem.
459	昨天他离开北京去上海了。	Zuótiān tā líkāi Běijīng qù Shànghǎi le.	Yesterday, he left Beijing and went to Shanghai.
460	他们昨天看电影了。	Tāmen zuótiān kàn diànyǐng le.	They saw a movie yesterday.
461	Ken昨天在家吗？	Ken zuótiān zài jiā ma ?	Was Ken at home yesterday?
462	她昨天看见一个高大的男人。	tā zuótiān kànjiàn yī ge gāodà de nánrén .	She saw a big, tall man yesterday.
463	请坐。	Qǐng zuò.	Please be seated.
464	她喜欢小狗。	Tā xǐhuan xiǎo gǒu.	She likes little dogs.
465	那只狗很可爱。	Nà zhī gǒu hěn kě'ài.	That dog is very cute.
466	我有一只小狗。	Wǒ yǒu yī zhī xiǎo gǒu.	I have a little dog.
467	Ken的狗很大。	Ken de gǒu hěn dà .	Ken's dog is very big.
468	这两只小狗真可爱。	Zhè liǎng zhī xiǎo gǒu zhēn kě'ài. (no zhexie, because you know it's 2)	These two little dogs are really cute.
469	她今年几岁了？	Tā jīnnián jǐ suì le?	How old is she this year?
470	他们去看了一部爱情电影。	Tāmen qù kàn le yī bù àiqíng diànyǐng.	They went to see a love movie.
471	大家都玩爱情游戏。	dàjiā dōu wán àiqíng yóuxì .	Everybody plays the game of love.
472	谢谢您。	Xièxie nín.	Thank you!
473	谢谢您的回答。	Xièxie nín de huídá.	Thanks for your answer. (polite)
474	谢谢您的帮助。	Xièxie nín de bāngzhù.	Thank you for your help. (polite)
475	“谢谢你帮了我。”“没什么。”	xièxie nǐ bāng le wǒ. méi shénme.	"Thank you for helping me." "It's nothing"
476	没有你我无法做到，谢谢。	méiyǒu nǐ, wǒ wúfǎ zuòdào, xièxie .	Without you, I couldn't have done it. Thank you.
477	我无法相信自己的眼睛。	wǒ wúfǎ xiāngxìn zìjǐ de yǎnjing .	I can't believe my eyes.
478	这种办法无法解决这个问题。	Zhè zhǒng bànfǎ wúfǎ jiějué zhè gè wèntí.	Such a method will not solve this problem.
479	他是教授。	Tā shì jiàoshòu.	He is a professor.
480	让我知道我是否需要改变。	ràng wǒ zhīdào wǒ shìfǒu xūyào gǎibiàn .	Let me know if I need to make any changes.
481	我不懂中文。	Wǒ bù dǒng Zhōngwén.	I don't understand Chinese.
482	我听不懂老师说的话。	Wǒ tīng bù dǒng lǎoshī shuōde huà.	I don't understand what the teacher says.
483	我听不懂他说的话。	Wǒ tīng bù dǒng tā shuōde huà.	I don't understand what he's saying.
