Frequency,Character,Count,Percentile,Pin1Yin1,Meaning,Heisig,Polv’s order,Polv’s level,Dubbing,Variant,Kanji,Vocab
203,名,198481,56.08701262,ming2,name/(measure word for persons)/place (e.g. among winners),119,36,1,Pleasant,,WK_L4,"有名 yǒu míng famous well-known<br>名次 míng cì position in a ranking of names place rank<br>报名 報名 bào míng to sign up to enter one's name to apply to register to enroll to enlist<br>名字 míng zi name (of a person or thing)<br>名片 míng piàn (business) card<br>命名 mìng míng to give a name to to dub to christen to designate named after naming<br>名额 名額 míng é quota number of places place (in an institution, a group etc)<br>名副其实 名副其實 míng fù qí shí not just in name only, but also in reality (idiom)<br>著名 zhù míng famous noted well-known celebrated<br>莫名其妙 mò míng qí miào unfathomable mystery (idiom); subtle and ineffable unable to make head or tail of it boring (e.g. movie)<br>名胜古迹 名勝古跡 míng shèng gǔ jì historical sites and scenic spots<br>名牌 míng pái famous brand<br>名誉 名譽 míng yù fame reputation honor honorary emeritus (of retired professor)<br>"
240,太,180490,59.67560374,tai4,highest/greatest/too (much)/very/extremely,131,37,1,Pleasant,,WK_L3,"太 tài highest greatest too (much) very extremely<br>太太 tài tai married woman Mrs. Madam wife<br>太空 tài kōng outer space<br>太阳 太陽 tài yang sun abbr. for 太陽穴|太阳穴[tai4 yang2 xue2]<br>太极拳 太極拳 tài jí quán shadowboxing or Taiji, T'aichi or T'aichichuan traditional form of physical exercise or relaxation a martial art<br>"
202,水,198933,55.98444059,shui3,water/river,137,38,1,Pleasant,氵,WK_L2,水 shuǐ water river liquid beverage additional charges or income (of clothes) classifier for number of washes<br>开水 開水 kāi shuǐ boiled water boiling water<br>水果 shuǐ guǒ fruit<br>水利 shuǐ lì water conservancy irrigation works<br>水平 shuǐ píng level (of achievement etc) standard horizontal<br>水龙头 水龍頭 shuǐ lóng tóu faucet tap<br>潜水 潛水 qián shuǐ to dive to go under water lurker (Internet slang for sb who reads forum posts but never replies)<br>水泥 shuǐ ní cement<br>淡水 dàn shuǐ potable water (water with low salt content) fresh water<br>墨水儿 墨水兒 mò shuǐ r ink<br>洪水 hóng shuǐ deluge flood<br>矿泉水 礦泉水 kuàng quán shuǐ mineral spring water<br>薪水 xīn shuǐ salary wage<br>胶水 膠水 jiāo shuǐ glue<br>
193,原,207579,55.04129687,yuan2,former/original/primary/raw/level/cause/source,142,39,1,Pleasant,,WK_L17,"原理 yuán lǐ principle theory<br>原先 yuán xiān originally original former<br>原因 yuán yīn cause origin root cause reason<br>原来 原來 yuán lái original former originally formerly at first so, actually, as it turns out<br>还原 還原 huán yuán to restore to the original state to reconstruct (an event) reduction (chemistry)<br>平原 píng yuán field plain<br>原则 原則 yuán zé principle doctrine<br>原告 yuán gào complainant plaintiff<br>原始 yuán shǐ first original primitive original (document etc)<br>原料 yuán liào raw material<br>原谅 原諒 yuán liàng to excuse to forgive to pardon<br>"
219,活,189876,57.68014181,huo2,to live/alive/living/work/workmanship,151,40,1,Pleasant,,WK_L6,活动 活動 huó dòng to exercise to move about to operate to use connections (personal influence) loose shaky active movable activity campaign maneuver behavior<br>活力 huó lì energy vitality vigor vital force<br>生活 shēng huó life activity to live livelihood<br>复活 復活 fù huó resurrection<br>活该 活該 huó gāi (coll.) serve sb right deservedly ought should<br>干活儿 幹活兒 gàn huó r to work manual labor<br>快活 kuài huo happy cheerful<br>灵活 靈活 líng huó flexible nimble agile<br>活跃 活躍 huó yuè active lively excited to enliven to brighten up<br>活泼 活潑 huó po lively vivacious brisk active<br>
25,时,833532,22.07593798,shi2,o'clock/time/when/hour/season/period,168,41,1,Pleasant,時旹,Variant_WK_L7,小时 小時 xiǎo shí hour<br>同时 同時 tóng shí at the same time simultaneously<br>时机 時機 shí jī fortunate timing occasion opportunity<br>时常 時常 shí cháng often frequently<br>及时 及時 jí shí in time promptly without delay timely<br>时代 時代 shí dài age era epoch period (in one's life)<br>时而 時而 shí ér occasionally from time to time<br>时事 時事 shí shì current trends the present situation how things are going<br>当时 當時 dāng shí then at that time while<br>不时 不時 bù shí from time to time now and then occasionally frequently<br>时间 時間 shí jiān time period<br>平时 平時 píng shí ordinarily in normal times in peacetime<br>时光 時光 shí guāng time era period of time<br>准时 準時 zhǔn shí on time punctual on schedule<br>随时 隨時 suí shí at any time at all times at the right time<br>时候 時候 shí hou time length of time moment period<br>时期 時期 shí qī period phase<br>时差 時差 shí chā time difference time lag jet lag<br>按时 按時 àn shí on time before deadline on schedule<br>时刻 時刻 shí kè moment constantly always<br>时尚 時尚 shí shàng fashion fad fashionable<br>临时 臨時 lín shí at the instant sth happens temporary interim ad hoc<br>顿时 頓時 dùn shí immediately suddenly<br>暂时 暫時 zàn shí temporary provisional for the time being<br>时髦 時髦 shí máo in vogue fashionable<br>
128,点,300800,46.53750187,dian3,(downwards-right convex character stroke)/o'clock/(a measure word)/point/dot/(decimal) point),177,42,1,Pleasant,點,WK_L6,点 點 diǎn point dot drop speck o'clock point (in space or time) to draw a dot to check on a list to choose to order (food in a restaurant) to touch briefly to hint to light to ignite to pour a liquid drop by drop (old) one fifth of a two-hour watch 更[geng1] dot stroke in Chinese characters classifier for items<br>一点儿 一點兒 yī diǎn r a bit a little one dot one point<br>地点 地點 dì diǎn place site location venue<br>特点 特點 tè diǎn characteristic (feature) trait feature<br>点心 點心 diǎn xin light refreshments pastry dimsum (in Cantonese cooking) dessert<br>重点 重點 zhòng diǎn important point main point focus key (project etc) to focus on to put the emphasis on<br>要点 要點 yào diǎn main point essential<br>观点 觀點 guān diǎn point of view viewpoint standpoint<br>标点 標點 biāo diǎn punctuation a punctuation mark to punctuate<br>终点 終點 zhōng diǎn the end end point finishing line (in a race) destination terminus<br>优点 優點 yōu diǎn merit benefit strong point advantage<br>缺点 缺點 quē diǎn weak point fault shortcoming disadvantage<br>弱点 弱點 ruò diǎn weak point failing<br>焦点 焦點 jiāo diǎn focus focal point<br>点缀 點綴 diǎn zhuì to decorate to adorn sprinkled studded only for show<br>
50,里,537795,30.51801178,li3,"inside/internal/interior, village/within/inside, Chinese mile/neighborhood/li, a Chinese unit of length = one-half kilometer/hometown",179,43,1,Pleasant,裡裏,WK_L5,里 裡 lǐ lining interior inside internal<br>公里 gōng lǐ kilometer<br>里程碑 lǐ chéng bēi milestone<br>
241,量,180008,59.7686292,liang2/liang4,"to measure, capacity/quantity/amount/to estimate",180,44,1,Pleasant,,WK_L24,力量 lì liang power force strength<br>打量 dǎ liang to size sb up to look sb up and down to take the measure of to suppose to reckon<br>分量 fèn liang quantity weight measure<br>数量 數量 shù liàng amount quantity quantitative<br>重量 zhòng liàng weight<br>能量 néng liàng energy capabilities<br>商量 shāng liang to consult to talk over to discuss<br>质量 質量 zhì liàng quality (physics) mass<br>尽量 儘量 jǐn liàng as much as possible to the greatest extent<br>较量 較量 jiào liàng to have a contest with sb to cross swords to measure up against to compete with to haggle to quibble<br>测量 測量 cè liáng survey to measure to gauge to determine<br>
69,同,437611,35.33171595,tong2,like/same/similar/together/alike/with,185,45,1,Pleasant,仝同衕,WK_L5,同时 同時 tóng shí at the same time simultaneously<br>相同 xiāng tóng identical same<br>同学 同學 tóng xué to study at the same school fellow student classmate<br>合同 hé tong (business) contract<br>同意 tóng yì to agree to consent to approve<br>同事 tóng shì colleague co-worker<br>同情 tóng qíng to sympathize with sympathy<br>连同 連同 lián tóng together with along with<br>共同 gòng tóng common joint jointly together collaborative<br>同志 tóng zhì comrade (slang) homosexual<br>胡同 hú tòng lane alley<br>同胞 tóng bāo born of the same parents sibling fellow citizen compatriot<br>
146,向,276986,49.21194195,xiang4,"direction/part/side/towards/to/guide/opposite to, guide/opposite to",188,46,1,Pleasant,曏嚮,WK_L6,向 xiàng towards to face to turn towards direction to support to side with shortly before formerly always all along<br>外向 wài xiàng extroverted (personality) (economics etc) export-oriented<br>一向 yī xiàng always (previously) a period of time in the recent past<br>方向 fāng xiàng direction orientation path to follow<br>意向 yì xiàng intention purpose intent inclination disposition<br>向来 向來 xiàng lái always (previously)<br>向导 嚮導 xiàng dǎo guide<br>导向 導向 dǎo xiàng to be oriented towards orientation<br>向往 嚮往 xiàng wǎng to yearn for to look forward to<br>倾向 傾向 qīng xiàng trend tendency orientation<br>欣欣向荣 欣欣向榮 xīn xīn xiàng róng luxuriant growth (idiom); flourishing thriving<br>
232,安,183210,58.92499504,an1,content/calm/still/quiet/to pacify/peace,197,47,1,Pleasant,,WK_L6,安全 ān quán safe secure safety security<br>不安 bù ān unpeaceful unstable uneasy disturbed restless worried<br>平安 píng ān safe and sound well without mishap quiet and safe at peace<br>安装 安裝 ān zhuāng to install to erect to fix to mount installation<br>公安局 gōng ān jú public security bureau (government office similar in function to a police station)<br>治安 zhì ān law and order public security<br>安置 ān zhì to find a place for to help settle down to arrange for to get into bed placement<br>安静 安靜 ān jìng quiet peaceful calm<br>安排 ān pái to arrange to plan to set up arrangements plans<br>安宁 安寧 ān níng peaceful tranquil calm composed free from worry<br>安详 安詳 ān xiáng serene<br>安慰 ān wèi to comfort to console<br>
111,机,339823,43.77561349,ji1,machine/opportunity/secret,206,48,1,Pleasant,機,WK_L32,"时机 時機 shí jī fortunate timing occasion opportunity<br>机场 機場 jī chǎng airport airfield<br>机会 機會 jī huì opportunity chance occasion<br>机动 機動 jī dòng locomotive motorized power-driven adaptable flexible (use, treatment, timing etc)<br>手机 手機 shǒu jī cell phone mobile phone<br>动机 動機 dòng jī motor locomotive motive motivation intention<br>生机 生機 shēng jī opportunity to live to reprieve from death life force vitality<br>机器 機器 jī qì machine<br>飞机 飛機 fēi jī airplane<br>照相机 照相機 zhào xiàng jī camera<br>司机 司機 sī jī chauffeur driver<br>机构 機構 jī gòu mechanism structure organization agency institution<br>机密 機密 jī mì secret classified (information)<br>收音机 收音機 shōu yīn jī radio<br>投机 投機 tóu jī to speculate (on financial markets) opportunistic congenial agreeable<br>机灵 機靈 jī ling clever quick-witted<br>机智 機智 jī zhì quick-witted resourceful<br>危机 危機 wēi jī crisis<br>机遇 機遇 jī yù opportunity favorable circumstance stroke of luck<br>登机牌 登機牌 dēng jī pái boarding pass<br>机械 機械 jī xiè machine machinery mechanical (old) cunning scheming<br>"
152,相,269125,50.05501488,xiang1/xiang4,"each other/one another/mutually, appearance/portrait/picture",212,49,1,Pleasant,,WK_L9,"相同 xiāng tóng identical same<br>真相 zhēn xiàng the truth about sth the actual facts<br>相处 相處 xiāng chǔ to be in contact (with sb) to associate to interact to get along (well, poorly)<br>相反 xiāng fǎn opposite contrary<br>相对 相對 xiāng duì relatively opposite to resist to oppose relative vis-a-vis counterpart<br>相信 xiāng xìn to be convinced (that sth is true) to believe to accept sth as true<br>相当 相當 xiāng dāng equivalent to appropriate considerably to a certain extent fairly quite<br>相等 xiāng děng equal equally equivalent<br>不相上下 bù xiāng shàng xià equally matched about the same<br>相关 相關 xiāng guān related relevant pertinent to be interrelated (statistics) correlation<br>相应 相應 xiāng yìng to correspond answering (one another) to agree (among the part) corresponding relevant appropriate (modify) accordingly<br>相声 相聲 xiàng sheng comic dialog sketch crosstalk<br>照相机 照相機 zhào xiàng jī camera<br>相似 xiāng sì to resemble similar like resemblance similarity<br>相差 xiāng chà to differ discrepancy between<br>互相 hù xiāng each other mutually mutual<br>相辅相成 相輔相成 xiāng fǔ xiāng chéng to complement one another (idiom)<br>"
92,本,388118,40.22935844,ben3,roots or stems of plants/origin/source/this/the current/root/foundation/basis/(a measure word),213,50,1,Pleasant,夲,WK_L2,"本 běn roots or stems of plants origin source this the current root foundation basis classifier for books, periodicals, files etc originally<br>成本 chéng běn (manufacturing, production etc) costs<br>本来 本來 běn lái original originally at first it goes without saying of course<br>本人 běn rén the person himself I (humble form used in speeches) oneself myself in person personal<br>本事 běn shi ability skill<br>本身 běn shēn itself in itself per se<br>本能 běn néng instinct<br>资本 資本 zī běn capital (economics)<br>本质 本質 běn zhì essence nature innate character intrinsic quality<br>本科 běn kē undergraduate course undergraduate (attributive)<br>本领 本領 běn lǐng skill ability capability<br>根本 gēn běn fundamental basic root simply absolutely (not) (not) at all<br>标本 標本 biāo běn specimen sample the root cause and symptoms of a disease<br>基本 jī běn basic fundamental main elementary<br>本钱 本錢 běn qián capital (fig.) asset advantage the means (to do sth)<br>版本 bǎn běn version edition release<br>剧本 劇本 jù běn script for play, opera, movie etc screenplay scenario<br>笔记本 筆記本 bǐ jì běn notebook (stationery) notebook (computing)<br>"
